filename,true_class,predicted_class,feature_set,iteration
1898_BenzonP_Landsmaend,O,CANON,embeddings,379
1888_Winterhjelm_Smaastykker,O,CANON,embeddings,379
1890_MoellerN_Haendelser,O,CANON,embeddings,380
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,380
1874_Incognito_VenusTempel,O,CANON,embeddings,380
1897_Birck_FarisaeerOgTolder,O,CANON,embeddings,380
1889_ChristiansenE_Joppe,O,CANON,embeddings,381
1891_Paulsen_BrosefraBergenudenlands,O,CANON,embeddings,381
1885_Moenster_Agnete,O,CANON,embeddings,381
1895_MoellerN_Koglerier,O,CANON,embeddings,382
1876_Hjelm_OerkenensSlange_2,O,CANON,embeddings,382
1891_Finne_ToDamer,O,CANON,embeddings,382
1894_PetersenL_MellemKlitter,O,CANON,embeddings,382
1886_NielsenN_FraKirkelivet,O,CANON,embeddings,382
1898_AndersenT_Askepot,O,CANON,embeddings,383
1899_HenningsenA_Stroemmen,O,CANON,embeddings,383
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,383
1883_PaludanMueller_MargreteThorsen,O,CANON,embeddings,383
1897_MadsenN_Solopgang,O,CANON,embeddings,384
1898_Lundgaard_FroekenToes,O,CANON,embeddings,384
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,384
1899_LieJ_FasteForland,O,CANON,embeddings,384
1881_Paulsen_NorskProvinsliv,O,CANON,embeddings,385
1877_Lolle_FraVejkanten,O,CANON,embeddings,385
1899_HansenJ_Neropolis,O,CANON,embeddings,385
1896_Houn_Rafael,O,CANON,embeddings,385
1892_NielsenO_Roedegaardsdrengen,O,CANON,embeddings,385
1870_Gundersen_EnPolitimandsErindringer,O,CANON,embeddings,386
1896_ClaussenS_AntoniusiParis,O,CANON,embeddings,387
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,387
1899_HansenJ_Neropolis,O,CANON,embeddings,387
1897_Stuckenberg_Sol,O,CANON,embeddings,388
1893_Brummer_EnKamp,O,CANON,embeddings,388
1884_Paulsen_EnDigtersHustru,O,CANON,embeddings,388
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,388
1882_HansenJH_Barbara,O,CANON,embeddings,388
1883_Gerson_ForEllerImod,O,CANON,embeddings,389
1880_Hertz_OndeStjaerner,O,CANON,embeddings,389
1881_Reinhard_Ikaros,O,CANON,embeddings,389
1895_Mariager_Sparta,O,CANON,embeddings,389
1893_Brummer_EnKamp,O,CANON,embeddings,390
1881_Gloeersen_FraMitFriluftsliv,O,CANON,embeddings,390
1884_Paulsen_EnDigtersHustru,O,CANON,embeddings,390
1897_Birck_FarisaeerOgTolder,O,CANON,embeddings,390
1896_Rosenkilde_KarstensSkriftemaal,O,CANON,embeddings,390
1899_Roth_Provindsliv,O,CANON,embeddings,391
1898_BenzonP_Landsmaend,O,CANON,embeddings,391
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,391
1881_NielsenZ_NyeTider,O,CANON,embeddings,391
1887_Kaarsberg_DaarligeTider,O,CANON,embeddings,392
1895_Mariager_Sparta,O,CANON,embeddings,392
1881_Schjoerring_DenGamleHerregaard,O,CANON,embeddings,393
1874_Lykke_Juanita,O,CANON,embeddings,393
1883_NielsenZ_GamleVaner,O,CANON,embeddings,393
1888_Rink_KoloniIdyllerFraGroenland,O,CANON,embeddings,393
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,394
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,394
1898_Wied_Slaegten,O,CANON,embeddings,394
1871_Bergsoee_ISabinerbjergene_1,O,CANON,embeddings,395
1899_Skjoldborg_Kragehuset,O,CANON,embeddings,395
1887_HansenJ_KarenHav,O,CANON,embeddings,395
1895_Malling_EnRomanomFoersteKonsulen,O,CANON,embeddings,396
1898_Janssen_SpanskeNaetter,O,CANON,embeddings,396
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,396
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,396
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,396
1895_Claussen_Kitty,O,CANON,embeddings,397
1899_Langgaard_FriskLuft,O,CANON,embeddings,397
1883_NielsenZ_GamleVaner,O,CANON,embeddings,397
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,397
1896_JohansenL_UnderOgOverAtmosfaeren,O,CANON,embeddings,397
1896_MoellerI_TabteToejler,O,CANON,embeddings,398
1895_Norrie_EnLoesgaenger,O,CANON,embeddings,398
1887_Vandel_Dobbeltgaengere,O,CANON,embeddings,398
1893_NielsenZ_Kulsviere,O,CANON,embeddings,398
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,398
1886_KristofersenK_Vaardise,O,CANON,embeddings,399
1887_LieJ_EtSamliv,O,CANON,embeddings,399
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,399
1888_Lundsgaard_EnJuleferie,O,CANON,embeddings,400
1890_HansenJ_Skuespillere,O,CANON,embeddings,400
1897_EwaldC_JamesSingletonsStoreUdenlandsrejse,O,CANON,embeddings,401
1890_BruunL_EmmaJonsson,O,CANON,embeddings,401
1895_LieM_EnDroemmersBog,O,CANON,embeddings,401
1892_Michaelis_Vanemennesker,O,CANON,embeddings,401
1899_Thomsen_AfKainsSlaegt,O,CANON,embeddings,401
1895_Welding_EnUngPige,O,CANON,embeddings,401
1895_Kaarsberg_FolkenepaaNakkebjerg,O,CANON,embeddings,401
1895_WormMueller_Stormen,O,CANON,embeddings,402
1888_HansenCV_SparekassebogNo7709,O,CANON,embeddings,402
1892_MadsenOgHenriques_VedHoejenMast,O,CANON,embeddings,402
1896_WintherH_EnTornefuldVej,O,CANON,embeddings,402
1878_Bergsoee_HvemVarHan,O,CANON,embeddings,402
1893_NormanHansen_DoktorPedersenSkals,O,CANON,embeddings,402
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,403
1898_Blicher-Clausen_IngaHeine,O,CANON,embeddings,403
1898_Levy_BreveFraEnsomheden,O,CANON,embeddings,403
1897_IbsenA_FroekenStudent,O,CANON,embeddings,404
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating,O,CANON,embeddings,404
1885_NielsenJ_FoerOgNu,O,CANON,embeddings,404
1896_MadsenO_FroekenVandasRoman,O,CANON,embeddings,404
1886_Budde_DoedensGudsoen,O,CANON,embeddings,405
1880_Reinhard_IldOgAske,O,CANON,embeddings,405
1894_Keller_EnOvergangstid,O,CANON,embeddings,405
1894_BruunL_SvendFelding,O,CANON,embeddings,405
1895_Michaelis_Aebeloe,O,CANON,embeddings,406
1895_Stuckenberg_FagreOrd,O,CANON,embeddings,406
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,406
1899_Kaarsberg_TrangeStier,O,CANON,embeddings,406
1899_LarsenK_IDetGamleVoldkvarter,O,CANON,embeddings,406
1881_Reinhard_Ikaros,O,CANON,embeddings,406
1898_AndersenT_Askepot,O,CANON,embeddings,407
1887_WintherH_PovlSaltern,O,CANON,embeddings,407
1898_MoellerO_MillionaerensPilegrimsfaerd,O,CANON,embeddings,407
1892_MadsenOgHenriques_Tjenestefolk,O,CANON,embeddings,407
1870_Korfitsen_EnSkibbruden,O,CANON,embeddings,407
1898_Bergstroem_BraendteSkibe,O,CANON,embeddings,408
1896_LundV_Praesten,O,CANON,embeddings,408
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,408
1885_Moenster_Agnete,O,CANON,embeddings,408
1880_Gloeersen_EnFremmed,O,CANON,embeddings,409
1882_LieJ_GaaPaa,O,CANON,embeddings,409
1881_Markman_Studenter,O,CANON,embeddings,409
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,409
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,409
1894_Jespersen_Kursuskammerater,O,CANON,embeddings,409
1883_Hambro_UnderScepter,O,CANON,embeddings,409
1897_Birck_FarisaeerOgTolder,O,CANON,embeddings,410
1883_LieJ_Livsslaven,O,CANON,embeddings,410
1888_Winterhjelm_Smaastykker,O,CANON,embeddings,410
1895_IbsenA_SoesterHelene,O,CANON,embeddings,410
1894_PetersenL_MellemKlitter,O,CANON,embeddings,410
1880_Fibiger_Askepot,O,CANON,embeddings,410
1884_Bauditz_Kaffesladder,O,CANON,embeddings,411
1898_Gnudtzmann_Gadespejlet,O,CANON,embeddings,411
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,411
1896_Birck_PastorSommer,O,CANON,embeddings,411
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,411
1893_KragT_Mulm,O,CANON,embeddings,411
1875_GoldschmidtR_EnKvindehistorie,O,CANON,embeddings,411
1889_NielsenZ_Maagen,O,CANON,embeddings,411
1885_Moenster_Agnete,O,CANON,embeddings,412
1892_Valseth_TidligHoest,O,CANON,embeddings,412
1885_Dahl_EnBergmandsfamilie,O,CANON,embeddings,412
1890_Schoeyen_DensvenskeNattergal,O,CANON,embeddings,413
1886_EwaldC_Lindegrenen,O,CANON,embeddings,413
1883_Hambro_UnderScepter,O,CANON,embeddings,413
1895_Boecker_Uveirstider,O,CANON,embeddings,413
1884_JensenOC_EtBladForVinden,O,CANON,embeddings,414
1877_Gloeersen_Sigurd,O,CANON,embeddings,415
1887_LieJ_EtSamliv,O,CANON,embeddings,415
1887_Beissel_Munkeliv,O,CANON,embeddings,415
1888_Gundesen_Tjoernekrat,O,CANON,embeddings,416
1892_MadsenOgHenriques_Tjenestefolk,O,CANON,embeddings,416
1899_Langgaard_FriskLuft,O,CANON,embeddings,416
1882_PaulsenJ_FamilienPehrsen,O,CANON,embeddings,416
1870_Gerson_AfDetDagligeLiv,O,CANON,embeddings,416
1888_Paulsen_FruCecilia,O,CANON,embeddings,416
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,417
1892_Michaelis_Vanemennesker,O,CANON,embeddings,417
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,417
1888_Kristofersen_VerdensHerre,O,CANON,embeddings,417
1899_LieJ_FasteForland,O,CANON,embeddings,417
1886_SmidtG_JennyOgJeg,O,CANON,embeddings,417
1885_Feddersen_Isidora,O,CANON,embeddings,418
1895_Schjoerring_SvundneDroemme,O,CANON,embeddings,418
1893_Brummer_EnKamp,O,CANON,embeddings,418
1875_DahlK_EdaMansika,O,CANON,embeddings,418
1890_Finne_DoktorWangsBoern,O,CANON,embeddings,418
1875_Laertes_NogleMaanederIKoebenhavn,O,CANON,embeddings,418
1876_Bauditz_Himmelbjerget,O,CANON,embeddings,418
1886_JoergensenM_Livsnydelse,O,CANON,embeddings,418
1886_EwaldC_Lindegrenen,O,CANON,embeddings,419
1887_Steenbuch_RektorLassen,O,CANON,embeddings,419
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,419
1888_Betzonich_SkibbrudneFolk,O,CANON,embeddings,419
1892_Prydz_Arnak,O,CANON,embeddings,420
1895_Michaelis_Aebeloe,O,CANON,embeddings,420
1887_LieJ_EtSamliv,O,CANON,embeddings,420
1899_Muusmann_TrettenTrumfer,O,CANON,embeddings,421
1898_KnudsenJ_EtGjensyn,O,CANON,embeddings,421
1886_Gloeersen_Dagligdags,O,CANON,embeddings,421
1896_Norrie_UngeJunker,O,CANON,embeddings,421
1890_Rist_Soldater,O,CANON,embeddings,421
1890_BruunL_EmmaJonsson,O,CANON,embeddings,422
1894_WormMueller_FireDage,O,CANON,embeddings,422
1888_Colditz_Kjaerka,O,CANON,embeddings,422
1898_NielsenZ_DenStoreMagt,O,CANON,embeddings,422
1882_LieJ_GaaPaa,O,CANON,embeddings,423
1899_Roth_Provindsliv,O,CANON,embeddings,424
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,424
1892_JoergensenJ_Sommer,O,CANON,embeddings,424
1890_BruunL_EmmaJonsson,O,CANON,embeddings,424
1889_Schaldemose_Ele,O,CANON,embeddings,424
1888_Gundesen_Tjoernekrat,O,CANON,embeddings,425
1898_Broendsted_Borretaarn,O,CANON,embeddings,425
1894_ChristiansenE_Hjarl,O,CANON,embeddings,425
1893_Nordentoft_Jens,O,CANON,embeddings,425
1895_Nansen_GudsFred,O,CANON,embeddings,426
1896_Birck_PastorSommer,O,CANON,embeddings,426
1895_WormMueller_Stormen,O,CANON,embeddings,427
1894_JohansenL_TilNordpolenprBallon,O,CANON,embeddings,427
1885_Moenster_Agnete,O,CANON,embeddings,428
1882_HansenP_KristianKjoebenhavner,O,CANON,embeddings,428
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,429
1896_Skovbo_Elverfruen,O,CANON,embeddings,429
1895_Broendsted_FaedrenesSynd,O,CANON,embeddings,429
1898_Blicher-Clausen_IngaHeine,O,CANON,embeddings,429
1881_Reinhard_Ikaros,O,CANON,embeddings,429
1887_Paulsen_EnFremtidskvinde,O,CANON,embeddings,430
1895_AndersenT_FraByensUdkant,O,CANON,embeddings,430
1895_LieM_EnDroemmersBog,O,CANON,embeddings,430
1880_Rosing_EnRomantiker,O,CANON,embeddings,430
1879_Lange_NytLiv,O,CANON,embeddings,430
1887_Vandel_Dobbeltgaengere,O,CANON,embeddings,431
1880_Reinhard_IldOgAske,O,CANON,embeddings,431
1891_Nansen_EtHjem,O,CANON,embeddings,431
1892_BruunL_Antonius,O,CANON,embeddings,432
1896_LarsenK_DoktorIx,O,CANON,embeddings,433
1888_Benzon_KunstOgKjaerlighed,O,CANON,embeddings,433
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,433
1895_Claussen_Kitty,O,CANON,embeddings,434
1899_Stuckenberg_Asmadaeus,O,CANON,embeddings,434
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,434
1890_MoellerC_DerErForskjel,O,CANON,embeddings,435
1895_WormMueller_Stormen,O,CANON,embeddings,435
1883_LieJ_Livsslaven,O,CANON,embeddings,435
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,435
1883_Gloeersen_Laura,O,CANON,embeddings,435
1875_Laertes_NogleMaanederIKoebenhavn,O,CANON,embeddings,435
1894_Hoem_AabyApotek,O,CANON,embeddings,436
1887_LieJ_EtSamliv,O,CANON,embeddings,436
1881_Reinhard_Ikaros,O,CANON,embeddings,436
1895_Malling_GuvernoerensFrue,O,CANON,embeddings,436
1890_LieE_MedBlyanten,O,CANON,embeddings,437
1899_LundM_EnFremmedFugl,O,CANON,embeddings,437
1881_Gloeersen_FraMitFriluftsliv,O,CANON,embeddings,437
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,437
1894_Aagaard_UnderligeFyre,O,CANON,embeddings,438
1890_MoellerC_DerErForskjel,O,CANON,embeddings,438
1893_HansenJ_UngeMenneskerogPilgrimme,O,CANON,embeddings,438
1896_PetersenL_GadensRoman,O,CANON,embeddings,438
1892_Kieler_IEnLysengelsSkikkelse,O,CANON,embeddings,439
1896_Gnudtzmann_Idealister,O,CANON,embeddings,439
1890_LieE_MedBlyanten,O,CANON,embeddings,439
1895_WormMueller_Stormen,O,CANON,embeddings,439
1889_Vogt_FamiliensSorg,O,CANON,embeddings,439
1883_NielsenZ_GamleVaner,O,CANON,embeddings,440
1892_BruunL_Antonius,O,CANON,embeddings,440
1888_Vedel_Stavnsbaand,O,CANON,embeddings,440
1896_Egeberg_SejrOgFald,O,CANON,embeddings,440
1895_Claussen_Kitty,O,CANON,embeddings,440
1898_Prydz_Sylvia,O,CANON,embeddings,440
1899_Egeberg_VedDoedensPort,O,CANON,embeddings,440
1887_JansonD_EnUngPige,O,CANON,embeddings,441
1893_NielsenZ_Kulsviere,O,CANON,embeddings,441
1894_MadsenO_Inga,O,CANON,embeddings,441
1871_Bergsoee_ISabinerbjergene_1,O,CANON,embeddings,442
1899_Thomsen_AfKainsSlaegt,O,CANON,embeddings,442
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,443
1898_Bergstroem_BraendteSkibe,O,CANON,embeddings,443
1876_Karstens_FrederikFolkekjaer,O,CANON,embeddings,443
1894_NormanHansen_StyrmandBrorsen,O,CANON,embeddings,444
1898_Bierfreund_ForgangenNat,O,CANON,embeddings,444
1884_MoellerC_PaaFarten,O,CANON,embeddings,444
1886_Bille_Skoledrenge,O,CANON,embeddings,445
1881_Fibiger_MineSoestre,O,CANON,embeddings,445
1897_Alsted_Ly,O,CANON,embeddings,445
1882_JacobsenA_EnJournalist,O,CANON,embeddings,445
1882_HansenP_KristianKjoebenhavner,O,CANON,embeddings,446
1899_KragT_Enken,O,CANON,embeddings,446
1892_BruunL_Antonius,O,CANON,embeddings,446
1896_Nilssen_Nemesis,O,CANON,embeddings,446
1886_HansenJ_VedHoejvande,O,CANON,embeddings,446
1894_ClaussenS_UngeBander,O,CANON,embeddings,447
1898_Gnudtzmann_Gadespejlet,O,CANON,embeddings,448
1897_MoellerO_Overmennesker,O,CANON,embeddings,448
1897_Birck_FarisaeerOgTolder,O,CANON,embeddings,448
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,448
1892_Prydz_Arnak,O,CANON,embeddings,448
1896_MoellerC_FraRosenvaengetTilAmager,O,CANON,embeddings,448
1890_MoellerEH_Overlaegen,O,CANON,embeddings,449
1883_Gloeersen_Laura,O,CANON,embeddings,449
1899_Roth_Provindsliv,O,CANON,embeddings,449
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,450
1896_MoellerC_FraRosenvaengetTilAmager,O,CANON,embeddings,450
1875_DahlK_EdaMansika,O,CANON,embeddings,450
1894_Bey_JulenissenSpinder,O,CANON,embeddings,450
1895_MoellerC_EfterLevendeModel,O,CANON,embeddings,450
1873_BruunC_FraEtHjoerneAfKirkegaarden,O,CANON,embeddings,451
1893_LieJ_Niobe,O,CANON,embeddings,452
1888_Vedel_Stavnsbaand,O,CANON,embeddings,452
1877_Hjelm_KoebenhavnskDemimondeLiv,O,CANON,embeddings,453
1895_Schjoerring_SvundneDroemme,O,CANON,embeddings,453
1887_LieJ_EtSamliv,O,CANON,embeddings,453
1889_Schaldemose_Ele,O,CANON,embeddings,454
1893_LieJ_Niobe,O,CANON,embeddings,454
1882_HansenJH_Barbara,O,CANON,embeddings,454
1898_Broendsted_Borretaarn,O,CANON,embeddings,454
1886_Moenster_IBraendingen,O,CANON,embeddings,454
1889_Kaarsberg_Mutterlillen,O,CANON,embeddings,455
1896_Rosenkilde_KarstensSkriftemaal,O,CANON,embeddings,455
1899_Langgaard_FriskLuft,O,CANON,embeddings,455
1881_Reinhard_Ikaros,O,CANON,embeddings,455
1895_NormanHansen_DoktorTavsen,O,CANON,embeddings,455
1898_Roerdam_PaaHoejskole,O,CANON,embeddings,455
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,455
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,456
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,456
1883_SchmidtJ_StakkelsPlagesenMedMuntreFoelgesvende,O,CANON,embeddings,456
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,456
1890_MoellerN_Haendelser,O,CANON,embeddings,456
1897_Bergstroem_BrogedeBilleder,O,CANON,embeddings,457
1895_WormMueller_Stormen,O,CANON,embeddings,457
1892_BruunL_Antonius,O,CANON,embeddings,458
1873_Schoeyen_Kamilla,O,CANON,embeddings,458
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,458
1899_Lundgaard_Ismael,O,CANON,embeddings,458
1887_LieJ_EtSamliv,O,CANON,embeddings,458
1886_Moenster_IBraendingen,O,CANON,embeddings,459
1888_Bondesen_KarretenFraLoenneskov,O,CANON,embeddings,459
1883_OestergaardV_EtAegteskabsHistorie,O,CANON,embeddings,460
1887_Thorson_GjennemIlden,O,CANON,embeddings,460
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,460
1891_HansenJH_Oprejsning,O,CANON,embeddings,461
1895_Stuckenberg_FagreOrd,O,CANON,embeddings,461
1896_PetersenL_GadensRoman,O,CANON,embeddings,462
1898_Christmas_KaerlighedensRet,O,CANON,embeddings,462
1894_HansenJ_EtKarnevalINizza,O,CANON,embeddings,463
1889_Vandel_Kraemmerliv,O,CANON,embeddings,463
1887_LieJ_EtSamliv,O,CANON,embeddings,463
1888_HansenCV_SparekassebogNo7709,O,CANON,embeddings,464
1891_OlsenV_MensMyrterneVisne,O,CANON,embeddings,464
1898_Broendsted_Borretaarn,O,CANON,embeddings,464
1894_WormMueller_FireDage,O,CANON,embeddings,465
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,465
1896_LarsenK_DoktorIx,O,CANON,embeddings,465
1875_Hjelm_KoebenhavnskZigeunerliv,O,CANON,embeddings,465
1884_HansenJH_KarstenUlvgPaddehattene,O,CANON,embeddings,465
1891_Nansen_EtHjem,O,CANON,embeddings,465
1893_Gioerup_BristedeIllusioner,O,CANON,embeddings,465
1891_Paulsen_BrosefraBergenudenlands,O,CANON,embeddings,466
1877_Lange_EtSymposion,O,CANON,embeddings,466
1890_Schoeyen_DensvenskeNattergal,O,CANON,embeddings,466
1897_Agerskov_LivetsKilde,O,CANON,embeddings,466
1887_HansenJ_KarenHav,O,CANON,embeddings,467
1888_JoergensenJ_Foraarssagn,O,CANON,embeddings,467
1879_Elster_ToraTrondal,O,CANON,embeddings,468
1891_Finne_ToDamer,O,CANON,embeddings,468
1894_Hoem_AabyApotek,O,CANON,embeddings,468
1889_Trafall_DanskePeterssmuleHollandsreise,O,CANON,embeddings,468
1899_Ahlberg_HvorforHunBlevNonne,O,CANON,embeddings,469
1873_Soerensen_EnKvindeAfFolket,O,CANON,embeddings,469
1898_Bergstroem_BraendteSkibe,O,CANON,embeddings,469
1887_LieJ_EtSamliv,O,CANON,embeddings,469
1893_LieJ_Niobe,O,CANON,embeddings,470
1895_LieM_EnDroemmersBog,O,CANON,embeddings,470
1898_Schjoerring_TilLykkensLand,O,CANON,embeddings,470
1893_AndersenT_EnArbejdersDoetre,O,CANON,embeddings,470
1899_Hancke_RuthErlandsen,O,CANON,embeddings,471
1895_KragT_Kobberslangen,O,CANON,embeddings,471
1888_Colditz_Kjaerka,O,CANON,embeddings,471
1895_Birck_Hellighed,O,CANON,embeddings,471
1895_MoellerN_Koglerier,O,CANON,embeddings,471
1899_Roth_Provindsliv,O,CANON,embeddings,471
1892_Dan_Praerierosen,O,CANON,embeddings,472
1875_GoldschmidtR_EnKvindehistorie,O,CANON,embeddings,472
1887_Winterhjelm_GrevindeSissi,O,CANON,embeddings,472
1895_LieM_EnDroemmersBog,O,CANON,embeddings,473
1899_Stuckenberg_Asmadaeus,O,CANON,embeddings,473
1887_Vandel_Dobbeltgaengere,O,CANON,embeddings,473
1878_LieJ_ThomasRoss,O,CANON,embeddings,474
1881_Markman_Studenter,O,CANON,embeddings,474
1890_BruunL_EmmaJonsson,O,CANON,embeddings,474
1897_Agerskov_LivetsKilde,O,CANON,embeddings,474
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,475
1897_Leopold_PrinsesseCharlotte,O,CANON,embeddings,475
1876_Paulsen_Sjoedronningen,O,CANON,embeddings,475
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,475
1891_AndersenFO_EtBrud,O,CANON,embeddings,476
1891_Rode_Styrke,O,CANON,embeddings,476
1895_Betzonich_DonJuansEfteraar,O,CANON,embeddings,476
1886_LieJ_KommandoerensDoettre,O,CANON,embeddings,477
1892_NielsenO_Roedegaardsdrengen,O,CANON,embeddings,478
1889_Birck_AageEllerEbbe,O,CANON,embeddings,478
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,479
1890_MoellerC_DerErForskjel,O,CANON,embeddings,479
1887_Steenbuch_RektorLassen,O,CANON,embeddings,480
1892_AndersenFO_EtHjemsDroem,O,CANON,embeddings,480
1882_Winterhjelm_TilStatsraadstaburetten,O,CANON,embeddings,481
1893_Schoeyen_EtLoefte,O,CANON,embeddings,481
1894_Bey_JulenissenSpinder,O,CANON,embeddings,481
1892_MoellerO_LysOverLandet!,O,CANON,embeddings,481
1890_MoellerC_DerErForskjel,O,CANON,embeddings,482
1897_IbsenA_FroekenStudent,O,CANON,embeddings,483
1882_CarstensenW_DenGamleSkole,O,CANON,embeddings,483
1889_Vogt_FamiliensSorg,O,CANON,embeddings,484
1891_Nyblom_DigtogVirkelighed,O,CANON,embeddings,484
1897_Leopold_PrinsesseCharlotte,O,CANON,embeddings,484
1888_Paulsen_FruCecilia,O,CANON,embeddings,485
1871_Wolle_FraMinFoerstePraxis,O,CANON,embeddings,485
1896_Nilssen_Nemesis,O,CANON,embeddings,485
1889_Marer_VerdensSyvUndervaerkerOgAndreSmaating,O,CANON,embeddings,486
1882_PaulsenJ_FamilienPehrsen,O,CANON,embeddings,486
1888_Stuckenberg_IGennembrud,O,CANON,embeddings,486
1883_LieJ_Livsslaven,O,CANON,embeddings,486
1899_Lundgaard_Ismael,O,CANON,embeddings,486
1896_Jespersen_Ungdom,O,CANON,embeddings,486
1899_Hancke_RuthErlandsen,O,CANON,embeddings,486
1891_JensenH_Kapellanen,O,CANON,embeddings,487
1893_LieJ_Niobe,O,CANON,embeddings,487
1890_JoergensenJ_EnFremmed,O,CANON,embeddings,487
1882_LieJ_GaaPaa,O,CANON,embeddings,487
1889_Thorson_BagDisken,O,CANON,embeddings,487
1899_LarsenK_IDetGamleVoldkvarter,O,CANON,embeddings,487
1883_Feddersen_EtAegteskab,O,CANON,embeddings,488
1891_Rode_Styrke,O,CANON,embeddings,488
1881_Reinhard_Ikaros,O,CANON,embeddings,488
1899_Lundgaard_Ismael,O,CANON,embeddings,489
1897_IbsenA_FroekenStudent,O,CANON,embeddings,491
1880_Fibiger_Askepot,O,CANON,embeddings,491
1895_Paulsen_Kunstnernaturer,O,CANON,embeddings,491
1896_AndersenT_Tvillingesoestrene,O,CANON,embeddings,491
1880_Paulsen_Margherita,O,CANON,embeddings,491
1898_Lundgaard_FroekenToes,O,CANON,embeddings,491
1899_Hancke_RuthErlandsen,O,CANON,embeddings,491
1892_MoellerO_LysOverLandet!,O,CANON,embeddings,491
1881_Kielberg_EtFattigtSoedskendebarn,O,CANON,embeddings,492
1899_Ahlberg_HvorforHunBlevNonne,O,CANON,embeddings,492
1888_Winterhjelm_Smaastykker,O,CANON,embeddings,493
1897_Soederberg_AegtemandensDagbog,O,CANON,embeddings,493
1890_Valseth_HotelHaukenaes,O,CANON,embeddings,493
1892_Muusmann_PaaSolsiden,O,CANON,embeddings,493
1890_MoellerN_Haendelser,O,CANON,embeddings,493
1899_LieJ_FasteForland,O,CANON,embeddings,494
1899_KragV_Marianne,O,CANON,embeddings,494
1895_Norrie_EnLoesgaenger,O,CANON,embeddings,494
1891_OlsenV_MensMyrterneVisne,O,CANON,embeddings,494
1899_Muusmann_TrettenTrumfer,O,CANON,embeddings,495
1889_NielsenZ_Maagen,O,CANON,embeddings,495
1895_Betzonich_DonJuansEfteraar,O,CANON,embeddings,495
1894_ChristiansenE_Hjarl,O,CANON,embeddings,496
1894_WormMueller_FireDage,O,CANON,embeddings,496
1899_MadsenJ_KomtesseFlory,O,CANON,embeddings,496
1894_Muusmann_Bondekunstneren,O,CANON,embeddings,496
1880_RH_ArbejderBankierOgBaronEllerLykkensOmskiftelser,O,CANON,embeddings,496
1889_ChristiansenE_Joppe,O,CANON,embeddings,496
1892_Vibe_ForLivetellerpaaOpsigelse,O,CANON,embeddings,496
1899_IbsenA_JacobLinde,O,CANON,embeddings,497
1890_Kristofersen_KjelbottenSanatorium,O,CANON,embeddings,497
1888_Lundsgaard_EnJuleferie,O,CANON,embeddings,497
1895_Nansen_GudsFred,O,CANON,embeddings,497
1883_EwaldC_RegelEllerUndtagelse,O,CANON,embeddings,498
1887_Vandel_Dobbeltgaengere,O,CANON,embeddings,498
1898_MadsenJ_GesandtensBoern,O,CANON,embeddings,498
